id	effectiveTime	active	moduleId	refsetId	referencedComponentId	attributeDescription	attributeType	attributeOrder
4E618820-B547-4618-AFF1-1525FA3D4835	20251211	1	999000011000230102	900000000000456007	999036761000230107	449608002	900000000000461009	0
4F35E5BC-3C01-44F4-B871-3A4533605A92	20251211	1	999000011000230102	900000000000456007	999036661000230100	449608002	900000000000461009	0
4FB677E0-E840-4D6E-A1F2-78B87D534CA3	20251211	1	999000011000230102	900000000000456007	999036881000230107	449608002	900000000000461009	0
53C34D6A-A65B-4922-BEDE-F536E913E24B	20251211	1	999000011000230102	900000000000456007	999037131000230102	449608002	900000000000461009	0
59C8E805-56A1-4E26-AB8F-AA9BD0E317FD	20251211	1	999000011000230102	900000000000456007	999036891000230109	449608002	900000000000461009	0
5AB0A5E2-2743-4AF0-BF0C-AC131FD3F21B	20251211	1	999000011000230102	900000000000456007	999037091000230100	449608002	900000000000461009	0
614C3175-048B-4809-87E5-D1481D895217	20251211	1	999000011000230102	900000000000456007	999036691000230108	449608002	900000000000461009	0
65905656-59AC-4335-A8EF-5B3612F1FF12	20251211	1	999000011000230102	900000000000456007	999037111000230107	449608002	900000000000461009	0
65DD8A01-C49F-4C00-AB17-BC6A5B622B90	20251211	1	999000011000230102	900000000000456007	999036811000230103	449608002	900000000000461009	0
6FB088AD-885C-48CD-BAAE-6E323F3A77C1	20251211	1	999000011000230102	900000000000456007	999036631000230107	449608002	900000000000461009	0
7021CA02-C042-4C5F-ACF9-11F5E47E1809	20251211	1	999000011000230102	900000000000456007	999036651000230103	449608002	900000000000461009	0
77C00B42-AE6F-46B9-A140-0B38B27D22C5	20251211	1	999000011000230102	900000000000456007	999037051000230105	449608002	900000000000461009	0
831FCD1A-632D-4A54-987B-52F90BEB86B6	20251211	1	999000011000230102	900000000000456007	999036861000230101	449608002	900000000000461009	0
8BC211A4-4525-4E71-900C-5A34DB622AA1	20251211	1	999000011000230102	900000000000456007	999036741000230106	449608002	900000000000461009	0
8D6A4693-DD5A-460F-B6E3-388BAC21E428	20251211	1	999000011000230102	900000000000456007	999036721000230102	449608002	900000000000461009	0
91D4714D-7442-4044-8ED9-A8A8FE230E38	20251211	1	999000011000230102	900000000000456007	999036781000230101	449608002	900000000000461009	0
964D87CB-6D03-4B5A-A662-6DB383F6A596	20251211	1	999000011000230102	900000000000456007	999036701000230108	449608002	900000000000461009	0
9FBA2BFB-7BA3-4724-B2F7-FE48ABA984C0	20251211	1	999000011000230102	900000000000456007	999036851000230104	449608002	900000000000461009	0
A86D5D73-3BCA-4387-B49E-021F7337B8BE	20251211	1	999000011000230102	900000000000456007	999037141000230108	449608002	900000000000461009	0
A9F21E1E-4C2A-4486-B06F-E2431C6BA1C9	20251211	1	999000011000230102	900000000000456007	999036901000230105	449608002	900000000000461009	0
ADEC2381-D662-450F-8B0F-0F9F5033D276	20251211	1	999000011000230102	900000000000456007	999037101000230105	449608002	900000000000461009	0
B227CFDF-A0B5-46D0-8694-B1390F32F6C2	20251211	1	999000011000230102	900000000000456007	999037121000230104	449608002	900000000000461009	0
B89CA95F-CF1A-4129-B3A5-C35C6C77B361	20251211	1	999000011000230102	900000000000456007	999036981000230103	449608002	900000000000461009	0
C2AA4F74-C22F-4A55-A0A8-7AA29EFAF767	20251211	1	999000011000230102	900000000000456007	999036991000230101	449608002	900000000000461009	0
C9E36AA9-777B-4B6C-B477-FDEF04E704AE	20251211	1	999000011000230102	900000000000456007	999036871000230105	449608002	900000000000461009	0
CBCD2454-302C-4A88-A954-E2B0D307BD1F	20251211	1	999000011000230102	900000000000456007	999036961000230109	449608002	900000000000461009	0
D03D71AE-40A3-46FE-8622-438FB07983DD	20251211	1	999000011000230102	900000000000456007	999037001000230109	449608002	900000000000461009	0
D5E480D1-1A3D-4D4B-8317-1EA1A4CC0E9F	20251211	1	999000011000230102	900000000000456007	999036951000230106	449608002	900000000000461009	0
DAD56824-EE24-4877-A5CF-F45C1D090D9E	20251211	1	999000011000230102	900000000000456007	999036831000230108	449608002	900000000000461009	0
DF8CC012-D399-4237-A88C-47998ED67C46	20251211	1	999000011000230102	900000000000456007	999037031000230101	449608002	900000000000461009	0
E620BBAB-8D4B-46AC-A221-E91C69948FB2	20251211	1	999000011000230102	900000000000456007	999036751000230109	449608002	900000000000461009	0
EBEF7E21-2477-4091-A669-F9E6F170CBF3	20251211	1	999000011000230102	900000000000456007	999036841000230102	449608002	900000000000461009	0
F336DA79-E66B-4B52-8340-F28904E2A5E5	20251211	1	999000011000230102	900000000000456007	999036641000230101	449608002	900000000000461009	0
F4B07174-F2D4-4D47-BF65-EF7990D22F58	20251211	1	999000011000230102	900000000000456007	999037071000230104	449608002	900000000000461009	0
FC77D504-12A5-4793-9DE4-4BA1575899EA	20251211	1	999000011000230102	900000000000456007	999036801000230100	449608002	900000000000461009	0
